End_date,Casualty_ratio
2011-12-16T00:00:00,1.4761904761904763
2011-12-26T00:00:00,2.0
2012-05-06T00:00:00,1.1612903225806452
2012-08-29T00:00:00,1.105263157894737
2012-09-30T00:00:00,2.3333333333333335
2012-12-23T00:00:00,4.333333333333333
2010-08-19T00:00:00,1.125
2010-09-03T00:00:00,1.5348837209302326
2010-09-21T00:00:00,1.75
2010-10-12T00:00:00,2.75
2011-02-10T00:00:00,1.5238095238095237
2010-07-09T00:00:00,1.2
2010-07-18T00:00:00,1.6666666666666667
2010-07-19T00:00:00,2.5
2010-07-09T00:00:00,5.666666666666667
2010-06-06T00:00:00,1.3076923076923077
2010-05-08T00:00:00,1.2857142857142858
2010-05-17T00:00:00,1.3333333333333333
2010-04-19T00:00:00,1.0434782608695652
2010-04-27T00:00:00,1.375
2010-02-04T00:00:00,0.875
2009-02-03T00:00:00,2.0
2008-07-19T00:00:00,1.25
2004-12-25T00:00:00,4.25
2003-05-07T00:00:00,3.3333333333333335
2009-01-11T00:00:00,9.166666666666666
2009-01-18T00:00:00,8.0
2009-02-17T00:00:00,0.5
2013-01-10T00:00:00,1.09375
2013-04-07T00:00:00,0.9666666666666667
2013-05-28T00:00:00,14.0
2010-04-30T00:00:00,1.1
2010-01-04T00:00:00,1.5
2009-01-28T00:00:00,1.25
2009-11-05T00:00:00,1.3333333333333333
2010-05-26T00:00:00,1.25
2010-05-01T00:00:00,1.1428571428571428
2010-10-28T00:00:00,1.25
2010-10-28T00:00:00,0.8
2010-07-22T00:00:00,1.0526315789473684
2010-10-29T00:00:00,1.5
2010-10-29T00:00:00,1.5
2012-09-15T00:00:00,1.3333333333333333
2012-03-10T00:00:00,1.1
2012-07-24T00:00:00,1.3333333333333333
2012-07-22T00:00:00,1.1428571428571428
2012-06-21T00:00:00,1.2
2010-07-11T00:00:00,1.75
2010-07-11T00:00:00,2.3333333333333335
2009-06-19T00:00:00,1.375
2009-06-19T00:00:00,1.25
2009-10-13T00:00:00,2.0
2009-10-13T00:00:00,2.0
2009-11-18T00:00:00,0.8
2009-11-18T00:00:00,1.25
2012-02-23T00:00:00,0.8333333333333334
2013-02-17T00:00:00,0.75
2009-06-26T00:00:00,0.8888888888888888
2009-10-16T00:00:00,1.5
2010-01-31T00:00:00,1.25
2009-10-16T00:00:00,1.5
2009-10-16T00:00:00,0.6666666666666666
2010-01-07T00:00:00,1.3333333333333333
2010-01-07T00:00:00,0.75
2013-02-17T00:00:00,1.3333333333333333
2010-07-04T00:00:00,1.5
2010-07-04T00:00:00,0.6666666666666666
2009-10-27T00:00:00,1.25
2009-10-27T00:00:00,1.25
2009-10-27T00:00:00,0.8
2009-10-27T00:00:00,0.8
2009-12-17T00:00:00,2.0
2009-11-08T00:00:00,2.0
2010-02-01T00:00:00,1.2
2010-02-01T00:00:00,0.8333333333333334
2010-02-05T00:00:00,0.5
2012-03-17T00:00:00,2.0
2008-05-14T00:00:00,1.8
2008-08-13T00:00:00,2.7777777777777777
2008-09-08T00:00:00,1.4705882352941178
2008-09-17T00:00:00,1.1666666666666667
2008-09-30T00:00:00,2.0
2008-10-23T00:00:00,1.2857142857142858
2008-11-07T00:00:00,1.2307692307692308
2014-05-26T00:00:00,0.875
2014-06-15T00:00:00,1.0714285714285714
2014-06-17T00:00:00,2.0
2014-06-28T00:00:00,0.9
2014-08-19T00:00:00,0.6666666666666666
2014-10-03T00:00:00,0.875
2014-10-26T00:00:00,1.1666666666666667
2014-11-01T00:00:00,1.25
2014-11-07T00:00:00,0.6666666666666666
2014-11-09T00:00:00,1.625
2014-12-10T00:00:00,1.5
2014-06-18T00:00:00,1.25
2014-11-09T00:00:00,2.0
